doc,A_sent_id,A_speaker,A_text,A_sound_url,A_tokens,A_pos_tags,B_sent_id,B_speaker,B_text,B_sound_url,B_has_verbal_bc,B_tokens,B_pos_tags,B_token_count,B_all_in_lexicon,first_token_form,first_token_lemma,first_token_upos,first_token_deprel,backchannel_type,A_is_question,B_has_content,warnings,keep?
Gos216,Gos216.s238,Bm-prod-02283,"se pravi , da je to , so zelo učinkovite peči na polena , ki imajo , ki , mmm , recimo temu najnovejšo tehnologijo .",https://nl.ijs.si/project/gos20/Gos216/Gos216.s238.mp3,se pravi da je to so zelo učinkovite peči na polena ki imajo ki mmm recimo temu najnovejšo tehnologijo,PRON VERB SCONJ VERB DET AUX ADV ADJ NOUN ADP NOUN SCONJ VERB SCONJ INTJ VERB DET ADJ NOUN,Gos216.s239,Am-stra-02275,mhm .,https://nl.ijs.si/project/gos20/Gos216/Gos216.s239.mp3,0,mhm,INTJ,1,1,mhm,mhm,INTJ,root,continuer,0,0,OK,
Gos009,Gos009.s229,Af-prof-06578,"cimer , moški .",https://nl.ijs.si/project/gos20/Gos009/Gos009.s229.mp3,cimer moški,NOUN NOUN,Gos009.s230,Tf-stud-06580,a .,https://nl.ijs.si/project/gos20/Gos009/Gos009.s230.mp3,0,a,INTJ,1,1,a,a,INTJ,root,continuer,0,0,OK,
Gos010,Gos010.s439,Em-ucen-09046,saj je eno in isto .,https://nl.ijs.si/project/gos20/Gos010/Gos010.s439.mp3,saj je eno in isto,CCONJ AUX NUM CCONJ DET,Gos010.s440,Pf-prof-09042,ja .,https://nl.ijs.si/project/gos20/Gos010/Gos010.s440.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos010,Gos010.s441,Af-ucen-09041,"škoda , če je ra- , rad bereš eno knjigo , pa jo pol , mislim , tako , da ti je ena všeč , pol jo pa kupiš za ne vem koliko denarja .",https://nl.ijs.si/project/gos20/Gos010/Gos010.s441.mp3,škoda če je ra- rad bereš eno knjigo pa jo pol mislim tako da ti je ena všeč pol jo pa kupiš za ne vem koliko denarja,NOUN SCONJ AUX X ADV VERB DET NOUN CCONJ PRON DET VERB ADV SCONJ PRON VERB NUM ADV DET PRON CCONJ VERB ADP PART VERB DET NOUN,Gos010.s442,Pf-prof-09042,aha .,https://nl.ijs.si/project/gos20/Gos010/Gos010.s442.mp3,0,aha,INTJ,1,1,aha,aha,INTJ,root,understanding,0,0,OK,
Gos010,Gos010.s444,Af-ucen-09041,"eem , pri nas pa po potrebi pa za šolo .",https://nl.ijs.si/project/gos20/Gos010/Gos010.s444.mp3,eem pri nas pa po potrebi pa za šolo,INTJ ADP PRON CCONJ ADP NOUN CCONJ ADP NOUN,Gos010.s445,Pf-prof-09042,mhm .,https://nl.ijs.si/project/gos20/Gos010/Gos010.s445.mp3,0,mhm,INTJ,1,1,mhm,mhm,INTJ,root,continuer,0,0,OK,
Gos011,Gos011.s225,Mf-prof-09033,zavaruje se pred vremenskimi pojavi in nevarnostmi .,https://nl.ijs.si/project/gos20/Gos011/Gos011.s225.mp3,zavaruje se pred vremenskimi pojavi in nevarnostmi,VERB PRON ADP ADJ NOUN CCONJ NOUN,Gos011.s226,Ff-ucen-09039,aja .,https://nl.ijs.si/project/gos20/Gos011/Gos011.s226.mp3,0,aja,INTJ,1,1,aja,aja,INTJ,root,understanding,0,0,OK,
Gos012,Gos012.s229,Af-prof-02215,"tako , [name:personal] je na tablo dokončal , ste pogledali , preverili svoje rezultate , a je [name:personal] prav naredil , prav sistematično to , tako , kot je .",https://nl.ijs.si/project/gos20/Gos012/Gos012.s229.mp3,tako [name:personal] je na tablo dokončal ste pogledali preverili svoje rezultate a je [name:personal] prav naredil prav sistematično to tako kot je,ADV PROPN AUX ADP NOUN VERB AUX VERB VERB DET NOUN ADV AUX PROPN ADV VERB ADV ADV DET ADV SCONJ VERB,Gos012.s230,Cf-ucen-02217,"ja , ja .",https://nl.ijs.si/project/gos20/Gos012/Gos012.s230.mp3,0,ja ja,PART PART,2,1,ja,ja,PART,root,agreement,0,0,OK,
Gos013,Gos013.s148,Am-prof-05653,tisto spada pol .,https://nl.ijs.si/project/gos20/Gos013/Gos013.s148.mp3,tisto spada pol,DET VERB DET,Gos013.s149,Ff-ucen-05658,"prav , eem .",https://nl.ijs.si/project/gos20/Gos013/Gos013.s149.mp3,0,prav eem,PART INTJ,2,1,prav,prav,PART,root,agreement,0,0,OK,
Gos013,Gos013.s165,Am-prof-05653,"dobro , kaj čemo kar skupaj ali kaj .",https://nl.ijs.si/project/gos20/Gos013/Gos013.s165.mp3,dobro kaj čemo kar skupaj ali kaj,ADV ADV VERB ADV ADV CCONJ PRON,Gos013.s167,Pn-vsiucenci-10000,ja .,https://nl.ijs.si/project/gos20/Gos013/Gos013.s167.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos013,Gos013.s170,Gf-ucen-05659,steklo .,https://nl.ijs.si/project/gos20/Gos013/Gos013.s170.mp3,steklo,NOUN,Gos013.s171,Pn-vsiucenci-10000,ne .,https://nl.ijs.si/project/gos20/Gos013/Gos013.s171.mp3,0,ne,PART,1,1,ne,ne,PART,root,agreement,0,0,OK,
Gos013,Gos013.s172,Am-prof-05653,blaga ne moremo stisniti nič .,https://nl.ijs.si/project/gos20/Gos013/Gos013.s172.mp3,blaga ne moremo stisniti nič,NOUN PART VERB VERB ADV,Gos013.s173,Pn-vsiucenci-10000,ja .,https://nl.ijs.si/project/gos20/Gos013/Gos013.s173.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos014,Gos014.s625,Af-prof-07180,"ma ne bomo rekli , odvrže , kako bomo rekli ?",https://nl.ijs.si/project/gos20/Gos014/Gos014.s625.mp3,ma ne bomo rekli odvrže kako bomo rekli,PART PART AUX VERB VERB ADV AUX VERB,Gos014.s626,Cf-ucen-07182,eem .,https://nl.ijs.si/project/gos20/Gos014/Gos014.s626.mp3,0,eem,INTJ,1,1,eem,eem,INTJ,root,filler,1,0,A_IS_QUESTION,
Gos015,Gos015.s63,Af-prof-02245,"aja , eee , kaj pa tukaj pomeni ta le- eee .",https://nl.ijs.si/project/gos20/Gos015/Gos015.s63.mp3,aja eee kaj pa tukaj pomeni ta le- eee,INTJ INTJ PRON CCONJ ADV VERB DET X INTJ,Gos015.s64,Om-ucen-02259,mmm .,https://nl.ijs.si/project/gos20/Gos015/Gos015.s64.mp3,0,mmm,INTJ,1,1,mmm,mmm,INTJ,root,continuer,0,0,OK,
Gos016,Gos016.s593,Af-prof-05598,"poglejte so- , njeni sorodniki pa so navadna kukavica , pegastoprsta ku- kukavica , ste videli kdaj tole na travnikih ?",https://nl.ijs.si/project/gos20/Gos016/Gos016.s593.mp3,poglejte so- njeni sorodniki pa so navadna kukavica pegastoprsta ku- kukavica ste videli kdaj tole na travnikih,VERB X DET NOUN CCONJ AUX ADJ NOUN ADJ X NOUN AUX VERB ADV DET ADP NOUN,Gos016.s594,Pn-vsiucenci-10000,ja .,https://nl.ijs.si/project/gos20/Gos016/Gos016.s594.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,1,0,A_IS_QUESTION,
Gos017,Gos017.s278,If-ucen-07112,in pol je bilo v redu .,https://nl.ijs.si/project/gos20/Gos017/Gos017.s278.mp3,in pol je bilo v redu,CCONJ DET AUX VERB ADP NOUN,Gos017.s279,Om-ucen-07118,eem .,https://nl.ijs.si/project/gos20/Gos017/Gos017.s279.mp3,0,eem,INTJ,1,1,eem,eem,INTJ,root,filler,0,0,OK,
Gos019,Gos019.s4,Fm-ucen-07023,"ne , ne bom mogel , učiteljica .",https://nl.ijs.si/project/gos20/Gos019/Gos019.s4.mp3,ne ne bom mogel učiteljica,PART PART AUX VERB NOUN,Gos019.s5,Sf-prof-07036,eee .,https://nl.ijs.si/project/gos20/Gos019/Gos019.s5.mp3,0,eee,INTJ,1,1,eee,eee,INTJ,root,filler,0,0,OK,
Gos020,Gos020.s400,Jm-ucen-01064,kako orož- orožje pa to .,https://nl.ijs.si/project/gos20/Gos020/Gos020.s400.mp3,kako orož- orožje pa to,DET X NOUN CCONJ DET,Gos020.s401,Mf-prof-01061,ja .,https://nl.ijs.si/project/gos20/Gos020/Gos020.s401.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos020,Gos020.s405,Mf-prof-01061,"a so tisti , ki so šli v delovna taborišča , eem , imeli več sreče od tistih , ki so šli v uničevalna ?",https://nl.ijs.si/project/gos20/Gos020/Gos020.s405.mp3,a so tisti ki so šli v delovna taborišča eem imeli več sreče od tistih ki so šli v uničevalna,ADV AUX DET SCONJ AUX VERB ADP ADJ NOUN INTJ VERB DET NOUN ADP DET SCONJ AUX VERB ADP ADJ,Gos020.s406,Pn-vsiucenci-10000,ne .,https://nl.ijs.si/project/gos20/Gos020/Gos020.s406.mp3,0,ne,PART,1,1,ne,ne,PART,root,agreement,1,0,A_IS_QUESTION,
Gos021,Gos021.s147,Sf-prof-01049,se vidi preskok ?,https://nl.ijs.si/project/gos20/Gos021/Gos021.s147.mp3,se vidi preskok,PRON VERB NOUN,Gos021.s148,Af-ucen-01051,ja .,https://nl.ijs.si/project/gos20/Gos021/Gos021.s148.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,1,0,A_IS_QUESTION,
Gos039,Gos039.s179,Bm-gost-02047,"sicer , sicer misli odplavajo drugam .",https://nl.ijs.si/project/gos20/Gos039/Gos039.s179.mp3,sicer sicer misli odplavajo drugam,CCONJ CCONJ NOUN VERB ADV,Gos039.s180,Af-novi-02046,mhm .,https://nl.ijs.si/project/gos20/Gos039/Gos039.s180.mp3,0,mhm,INTJ,1,1,mhm,mhm,INTJ,root,continuer,0,0,OK,
Gos043,Gos043.s77,Bm-gost-02088,"tisti , ki pa imajo denar , ki si pravzaprav bi lahko privoščili nakupe , pa da jih opogumimo , da gredo v trgovino , se mi zdi to zelo , zelo ključno .",https://nl.ijs.si/project/gos20/Gos043/Gos043.s77.mp3,tisti ki pa imajo denar ki si pravzaprav bi lahko privoščili nakupe pa da jih opogumimo da gredo v trgovino se mi zdi to zelo zelo ključno,DET SCONJ CCONJ VERB NOUN SCONJ PRON PART AUX ADV VERB NOUN CCONJ SCONJ PRON VERB SCONJ VERB ADP NOUN PRON PRON VERB DET ADV ADV ADJ,Gos043.s78,Af-novi-02087,mhm .,https://nl.ijs.si/project/gos20/Gos043/Gos043.s78.mp3,0,mhm,INTJ,1,1,mhm,mhm,INTJ,root,continuer,0,0,OK,
Gos043,Gos043.s79,Bm-gost-02088,"eee , za te razmere , ki jih imamo danes , pa sploh , če upoštevamo tisti stavek , ki sem ga na začetku omenil .",https://nl.ijs.si/project/gos20/Gos043/Gos043.s79.mp3,eee za te razmere ki jih imamo danes pa sploh če upoštevamo tisti stavek ki sem ga na začetku omenil,INTJ ADP DET NOUN SCONJ PRON VERB ADV CCONJ PART SCONJ VERB DET NOUN SCONJ AUX PRON ADP NOUN VERB,Gos043.s80,Af-novi-02087,mhm .,https://nl.ijs.si/project/gos20/Gos043/Gos043.s80.mp3,0,mhm,INTJ,1,1,mhm,mhm,INTJ,root,continuer,0,0,OK,
Gos046,Gos046.s7,Bm-gost-07012,hvala za povabilo .,https://nl.ijs.si/project/gos20/Gos046/Gos046.s7.mp3,hvala za povabilo,NOUN ADP NOUN,Gos046.s8,Af-mode-07011,eee .,https://nl.ijs.si/project/gos20/Gos046/Gos046.s8.mp3,0,eee,INTJ,1,1,eee,eee,INTJ,root,filler,0,0,OK,
Gos047,Gos047.s142,Bf-inte-04535,"blagovno znamko Mašno vino , blagovno znamko Klet Bistrica in znotraj u- obeh blagovnih znamk , eee , si , je zvrst , je Andrejevo vino , je Ritoznojčan zelo znan , tako simpatično ime vina Ritoznojčan .",https://nl.ijs.si/project/gos20/Gos047/Gos047.s142.mp3,blagovno znamko Mašno vino blagovno znamko Klet Bistrica in znotraj u- obeh blagovnih znamk eee si je zvrst je Andrejevo vino je Ritoznojčan zelo znan tako simpatično ime vina Ritoznojčan,ADJ NOUN ADJ NOUN ADJ NOUN NOUN PROPN CCONJ ADP X DET ADJ NOUN INTJ PRON VERB NOUN AUX ADJ NOUN AUX NOUN ADV ADJ DET ADJ NOUN NOUN NOUN,Gos047.s143,Af-novi-04534,mhm .,https://nl.ijs.si/project/gos20/Gos047/Gos047.s143.mp3,0,mhm,INTJ,1,1,mhm,mhm,INTJ,root,continuer,0,0,OK,
Gos048,Gos048.s112,Cf-gost-07017,"eem , sicer pa jaz mislim , da še bo več odzivov , glede na to , da je razstava komaj se začela .",https://nl.ijs.si/project/gos20/Gos048/Gos048.s112.mp3,eem sicer pa jaz mislim da še bo več odzivov glede na to da je razstava komaj se začela,INTJ CCONJ CCONJ PRON VERB SCONJ PART VERB DET NOUN ADV ADP DET SCONJ AUX NOUN ADV PRON VERB,Gos048.s113,Bf-novi-04534,mhm .,https://nl.ijs.si/project/gos20/Gos048/Gos048.s113.mp3,0,mhm,INTJ,1,1,mhm,mhm,INTJ,root,continuer,0,0,OK,
Gos053,Gos053.s456,Af-prof-07037,"kako nastane ion iz atoma , [name:personal] ?",https://nl.ijs.si/project/gos20/Gos053/Gos053.s456.mp3,kako nastane ion iz atoma [name:personal],ADV VERB NOUN ADP NOUN PROPN,Gos053.s457,Ff-ucen-07043,prosim .,https://nl.ijs.si/project/gos20/Gos053/Gos053.s457.mp3,1,prosim,VERB,1,1,prosim,prositi,VERB,root,continuer,1,1,A_IS_QUESTION; HAS_CONTENT; HAS_VERBAL_BC,
Gos056,Gos056.s461,Ef-ucen-02335,[name:personal] [name:surname] .,https://nl.ijs.si/project/gos20/Gos056/Gos056.s461.mp3,[name:personal] [name:surname],PROPN PROPN,Gos056.s462,Bm-prof-02332,ja .,https://nl.ijs.si/project/gos20/Gos056/Gos056.s462.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos056,Gos056.s463,If-ucen-02339,ti je [name:personal] .,https://nl.ijs.si/project/gos20/Gos056/Gos056.s463.mp3,ti je [name:personal],PRON VERB PROPN,Gos056.s466,Af-ucen-02331,mhm .,https://nl.ijs.si/project/gos20/Gos056/Gos056.s466.mp3,0,mhm,INTJ,1,1,mhm,mhm,INTJ,root,continuer,0,0,OK,
Gos056,Gos056.s471,Bm-prof-02332,"no , lahko začneš , ja , najprej , da imaš še poleg psiholoških še fiziološke , pa",https://nl.ijs.si/project/gos20/Gos056/Gos056.s471.mp3,no lahko začneš ja najprej da imaš še poleg psiholoških še fiziološke pa,PART ADV VERB PART ADV SCONJ VERB PART ADP ADJ PART ADJ CCONJ,Gos056.s472,Ef-ucen-02335,ja .,https://nl.ijs.si/project/gos20/Gos056/Gos056.s472.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos056,Gos056.s472,Ef-ucen-02335,ja .,https://nl.ijs.si/project/gos20/Gos056/Gos056.s472.mp3,ja,PART,Gos056.s473,Bm-prof-02332,"mhm , eee .",https://nl.ijs.si/project/gos20/Gos056/Gos056.s473.mp3,0,mhm eee,INTJ INTJ,2,1,mhm,mhm,INTJ,root,continuer,0,0,OK,
Gos057,Gos057.s251,Em-ucen-07144,"ja , kompleksna so , eee , mislim , temeljna seveda lahko pokažemo že z obrazno mimiko .",https://nl.ijs.si/project/gos20/Gos057/Gos057.s251.mp3,ja kompleksna so eee mislim temeljna seveda lahko pokažemo že z obrazno mimiko,PART ADJ AUX INTJ VERB ADJ PART ADV VERB PART ADP ADJ NOUN,Gos057.s252,Am-prof-07143,mhm .,https://nl.ijs.si/project/gos20/Gos057/Gos057.s252.mp3,0,mhm,INTJ,1,1,mhm,mhm,INTJ,root,continuer,0,0,OK,
Gos059,Gos059.s114,Af-prof-02185,"osebo , ne da je on zaspal .",https://nl.ijs.si/project/gos20/Gos059/Gos059.s114.mp3,osebo ne da je on zaspal,NOUN PART SCONJ AUX PRON VERB,Gos059.s115,Rm-ucen-02201,ja .,https://nl.ijs.si/project/gos20/Gos059/Gos059.s115.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos060,Gos060.s619,Bf-ucen-02205,"ja , zdaj vemo , eee , višina , dva r , lahko vemo , ne , iz tega .",https://nl.ijs.si/project/gos20/Gos060/Gos060.s619.mp3,ja zdaj vemo eee višina dva r lahko vemo ne iz tega,PART ADV VERB INTJ NOUN NUM NOUN ADV VERB PART ADP DET,Gos060.s620,Af-prof-02204,ja .,https://nl.ijs.si/project/gos20/Gos060/Gos060.s620.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos060,Gos060.s630,Bf-ucen-02205,samo prostornino .,https://nl.ijs.si/project/gos20/Gos060/Gos060.s630.mp3,samo prostornino,PART NOUN,Gos060.s631,Af-prof-02204,ja .,https://nl.ijs.si/project/gos20/Gos060/Gos060.s631.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos061,Gos061.s409,Af-prof-05568,"se vrne domov , se vrne .",https://nl.ijs.si/project/gos20/Gos061/Gos061.s409.mp3,se vrne domov se vrne,PRON VERB ADV PRON VERB,Gos061.s410,Bm-ucen-05569,ja .,https://nl.ijs.si/project/gos20/Gos061/Gos061.s410.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos061,Gos061.s412,Af-prof-05568,"kdo ga od daleč že zagleda , [name:personal] , prosim ?",https://nl.ijs.si/project/gos20/Gos061/Gos061.s412.mp3,kdo ga od daleč že zagleda [name:personal] prosim,PRON PRON ADP ADV PART VERB PROPN VERB,Gos061.s413,Bm-ucen-05569,ja .,https://nl.ijs.si/project/gos20/Gos061/Gos061.s413.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,1,0,A_IS_QUESTION,
Gos061,Gos061.s418,Af-prof-05568,se ga oče razveseli ali ne ?,https://nl.ijs.si/project/gos20/Gos061/Gos061.s418.mp3,se ga oče razveseli ali ne,PRON PRON NOUN VERB CCONJ PART,Gos061.s419,Pn-vsiucenci-10000,ja .,https://nl.ijs.si/project/gos20/Gos061/Gos061.s419.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,1,0,A_IS_QUESTION,
Gos062,Gos062.s451,Af-prof-02174,"topnost v vodi , ja .",https://nl.ijs.si/project/gos20/Gos062/Gos062.s451.mp3,topnost v vodi ja,NOUN ADP NOUN PART,Gos062.s452,Km-ucen-02184,eee .,https://nl.ijs.si/project/gos20/Gos062/Gos062.s452.mp3,0,eee,INTJ,1,1,eee,eee,INTJ,root,filler,0,0,OK,
Gos116,Gos116.s82,Bm-gost-03509,"mi nismo nobenega pogoja postavili , da bodo po- , police , na- , naši izdelki , verjamem , da bodo tudi na policah Mercatorja , pa kdor koli , lastnik ali mi , kaj pogojevali ali ne , glede na to , da imamo močne blagovne znamke .",https://nl.ijs.si/project/gos20/Gos116/Gos116.s82.mp3,mi nismo nobenega pogoja postavili da bodo po- police na- naši izdelki verjamem da bodo tudi na policah Mercatorja pa kdor koli lastnik ali mi kaj pogojevali ali ne glede na to da imamo močne blagovne znamke,PRON AUX DET NOUN VERB SCONJ VERB X NOUN X DET NOUN VERB SCONJ VERB PART ADP NOUN PROPN CCONJ PRON PART NOUN CCONJ PRON ADV VERB CCONJ PART ADV ADP DET SCONJ VERB ADJ ADJ NOUN,Gos116.s83,Sm-novi-07003,mhm .,https://nl.ijs.si/project/gos20/Gos116/Gos116.s83.mp3,0,mhm,INTJ,1,1,mhm,mhm,INTJ,root,continuer,0,0,OK,
Gos123,Gos123.s78,Lf-gost-05513,"in mi smo potem od , aaa , februarja dva tisoč štiri naprej rotirali v Jordaniji , v centru oziroma operaciji Jiptc , eee , določeno število policistov vsako leto enkrat , pa se o tem v naši javnosti sploh nismo pogovarjali .",https://nl.ijs.si/project/gos20/Gos123/Gos123.s78.mp3,in mi smo potem od aaa februarja dva tisoč štiri naprej rotirali v Jordaniji v centru oziroma operaciji Jiptc eee določeno število policistov vsako leto enkrat pa se o tem v naši javnosti sploh nismo pogovarjali,CCONJ PRON AUX ADV ADP INTJ NOUN NUM NUM NUM ADV VERB ADP PROPN ADP NOUN CCONJ NOUN PROPN INTJ ADJ NOUN NOUN DET NOUN ADV CCONJ PRON ADP DET ADP DET NOUN PART AUX VERB,Gos123.s79,Vm-novi-01606,mhm .,https://nl.ijs.si/project/gos20/Gos123/Gos123.s79.mp3,0,mhm,INTJ,1,1,mhm,mhm,INTJ,root,continuer,0,0,OK,
Gos123,Gos123.s81,Lf-gost-05513,o tem se sploh nismo pogovarjali in to ni bilo javno vprašanje .,https://nl.ijs.si/project/gos20/Gos123/Gos123.s81.mp3,o tem se sploh nismo pogovarjali in to ni bilo javno vprašanje,ADP DET PRON PART AUX VERB CCONJ DET AUX AUX ADJ NOUN,Gos123.s82,Vm-novi-01606,mhm .,https://nl.ijs.si/project/gos20/Gos123/Gos123.s82.mp3,0,mhm,INTJ,1,1,mhm,mhm,INTJ,root,continuer,0,0,OK,
Gos127,Gos127.s45,Lf-gost-05513,"povezano je z neko drugo zgodbo , če umaknemo ljudi iz drugih operacij , jih moramo potem preusmeriti na neko mesto , kjer lahko na skoncentriran način , eee , zasledujemo cilje svoje politike .",https://nl.ijs.si/project/gos20/Gos127/Gos127.s45.mp3,povezano je z neko drugo zgodbo če umaknemo ljudi iz drugih operacij jih moramo potem preusmeriti na neko mesto kjer lahko na skoncentriran način eee zasledujemo cilje svoje politike,ADJ AUX ADP DET ADJ NOUN SCONJ VERB NOUN ADP ADJ NOUN PRON VERB ADV VERB ADP DET NOUN SCONJ ADV ADP ADJ NOUN INTJ VERB NOUN DET NOUN,Gos127.s46,Sm-novi-06570,ja .,https://nl.ijs.si/project/gos20/Gos127/Gos127.s46.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos128,Gos128.s12,Fm-gost-06571,"eee , v , v glavnem hočem reči , da to ni čas za špetir in p- , eee , medsebojno prepiranje , ampak , eee , da je treba žogo umiriti .",https://nl.ijs.si/project/gos20/Gos128/Gos128.s12.mp3,eee v v glavnem hočem reči da to ni čas za špetir in p- eee medsebojno prepiranje ampak eee da je treba žogo umiriti,INTJ ADP ADP ADJ VERB VERB SCONJ DET AUX NOUN ADP NOUN CCONJ X INTJ ADJ NOUN CCONJ INTJ SCONJ VERB ADV NOUN VERB,Gos128.s13,Sm-novi-06570,ja .,https://nl.ijs.si/project/gos20/Gos128/Gos128.s13.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos135,Gos135.s627,Bm-mode-05621,kar na svidenje .,https://nl.ijs.si/project/gos20/Gos135/Gos135.s627.mp3,kar na svidenje,ADV ADP NOUN,Gos135.s628,Am-mode-05620,ja .,https://nl.ijs.si/project/gos20/Gos135/Gos135.s628.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos136,Gos136.s392,Am-mode-05620,z zvezdniki .,https://nl.ijs.si/project/gos20/Gos136/Gos136.s392.mp3,z zvezdniki,ADP NOUN,Gos136.s393,Cm-mode-05621,"ja , tako .",https://nl.ijs.si/project/gos20/Gos136/Gos136.s393.mp3,0,ja tako,PART ADV,2,1,ja,ja,PART,discourse,agreement,0,0,OK,
Gos136,Gos136.s400,Am-mode-05620,"ne vem , ne vem , glede na to , da ima vsa pooblastila , da ga tudi odpusti .",https://nl.ijs.si/project/gos20/Gos136/Gos136.s400.mp3,ne vem ne vem glede na to da ima vsa pooblastila da ga tudi odpusti,PART VERB PART VERB ADV ADP DET SCONJ VERB DET NOUN SCONJ PRON PART VERB,Gos136.s401,Cm-mode-05621,ja .,https://nl.ijs.si/project/gos20/Gos136/Gos136.s401.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos137,Gos137.s566,Bm-mode-05621,"ti v bistvu si šel na izločevalni sistem , ni , ni slaba taktika .",https://nl.ijs.si/project/gos20/Gos137/Gos137.s566.mp3,ti v bistvu si šel na izločevalni sistem ni ni slaba taktika,PRON ADP NOUN AUX VERB ADP ADJ NOUN VERB AUX ADJ NOUN,Gos137.s567,Jm-posl-05627,"ja , ne ?",https://nl.ijs.si/project/gos20/Gos137/Gos137.s567.mp3,0,ja ne,PART PART,2,1,ja,ja,PART,root,agreement,0,0,OK,
Gos137,Gos137.s569,Jm-posl-05627,"ma po mojem prvi , ne .",https://nl.ijs.si/project/gos20/Gos137/Gos137.s569.mp3,ma po mojem prvi ne,PART ADP DET ADJ PART,Gos137.s570,Bm-mode-05621,ja .,https://nl.ijs.si/project/gos20/Gos137/Gos137.s570.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos137,Gos137.s572,Am-mode-05620,"torej , Paul David Hewson , si ugibal ali veš , kdo je to ?",https://nl.ijs.si/project/gos20/Gos137/Gos137.s572.mp3,torej Paul David Hewson si ugibal ali veš kdo je to,CCONJ PROPN PROPN PROPN AUX VERB ADV VERB PRON AUX DET,Gos137.s573,Jm-posl-05627,"ja , tako .",https://nl.ijs.si/project/gos20/Gos137/Gos137.s573.mp3,0,ja tako,PART ADV,2,1,ja,ja,PART,discourse,agreement,1,0,A_IS_QUESTION,
Gos137,Gos137.s576,Jm-posl-05627,"aha , a U2 , alora ?",https://nl.ijs.si/project/gos20/Gos137/Gos137.s576.mp3,aha a U2 alora,INTJ ADV PROPN PART,Gos137.s577,Am-mode-05620,ja .,https://nl.ijs.si/project/gos20/Gos137/Gos137.s577.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,1,0,A_IS_QUESTION,
Gos137,Gos137.s577,Am-mode-05620,ja .,https://nl.ijs.si/project/gos20/Gos137/Gos137.s577.mp3,ja,PART,Gos137.s578,Bm-mode-05621,ja .,https://nl.ijs.si/project/gos20/Gos137/Gos137.s578.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos137,Gos137.s579,Am-mode-05620,"poznaš pesmico , ne , Beautiful day , no , no , vidiš .",https://nl.ijs.si/project/gos20/Gos137/Gos137.s579.mp3,poznaš pesmico ne Beautiful day no no vidiš,VERB NOUN PART X X PART PART VERB,Gos137.s580,Jm-posl-05627,"aha , ja , ja , ja .",https://nl.ijs.si/project/gos20/Gos137/Gos137.s580.mp3,0,aha ja ja ja,INTJ PART PART PART,4,1,aha,aha,INTJ,root,understanding,0,1,HAS_CONTENT,
Gos137,Gos137.s581,Am-mode-05620,"no , mi smo dali njegov- , njegovo pravo ime in tokrat smo si ga malo privoščili .",https://nl.ijs.si/project/gos20/Gos137/Gos137.s581.mp3,no mi smo dali njegov- njegovo pravo ime in tokrat smo si ga malo privoščili,PART PRON AUX VERB X DET ADJ NOUN CCONJ ADV AUX PRON PRON DET VERB,Gos137.s582,Jm-posl-05627,ja .,https://nl.ijs.si/project/gos20/Gos137/Gos137.s582.mp3,0,ja,PART,1,1,ja,ja,PART,root,agreement,0,0,OK,
Gos138,Gos138.s31,Sf-mode-04529,"osem , kaj pa vi , [name:personal] ?",https://nl.ijs.si/project/gos20/Gos138/Gos138.s31.mp3,osem kaj pa vi [name:personal],NUM PRON CCONJ PRON PROPN,Gos138.s33,Mm-posl-04531,eee .,https://nl.ijs.si/project/gos20/Gos138/Gos138.s33.mp3,0,eee,INTJ,1,1,eee,eee,INTJ,root,filler,1,0,A_IS_QUESTION,
