doc,confidence,confidence_score,A_sent_id,A_speaker,A_text,B_sent_id,B_speaker,B_text,B_nonpunct_token_count,A_root_token_id,A_root_form,A_root_upos,B_root_form,B_root_upos,a_orphan_last2,a_truncation,a_end_connector,b_backchannel_like,b_question_like,a_b_lexical_overlap,overlap_lemmas,why_candidate,proposed_attach_A_root,keep?,proposed_coconstruct_deprel,proposed_coconstruct_misc
Gos159,LOW,38,Gos159.s599,Om-gost-06560,"ja , p- , pa veš , da imaš prav .",Gos159.s600,Gm-novi-02048,"eee , v bistvu",3,6,veš,VERB,bistvu,NOUN,False,True,False,False,False,False,,A truncation marker,Gos159.s599::6,,,
Gos159,LOW,38,Gos159.s621,Om-gost-06560,"ej , fanta , mislim , ne me zdaj",Gos159.s622,Gm-novi-02048,"glej , tega od tebe nisem pričakoval , samo to .",8,7,ne,PART,pričakoval,VERB,True,False,False,False,False,False,,A orphan near end,Gos159.s621::7,,,
Gos173,LOW,38,Gos173.s61,Bm-stra-05582,"si predstavljaš to smešno cigansko foro , ona je tam spala , jaz pa tlele .",Gos173.s62,Am-prod-05581,"ja , ja , da bi kdo rekel",6,2,predstavljaš,VERB,rekel,VERB,True,False,False,False,False,False,,A orphan near end,Gos173.s61::2,,,
Gos178,LOW,38,Gos178.s174,Am-udel-02231,"a ne , ne , ne , to , da , da ti prideš tja pa zac- , kompliciraš , tako , ja .",Gos178.s175,Bf-udel-02232,"ja , saj lahko kompliciraš .",4,8,to,DET,kompliciraš,VERB,False,True,False,False,False,False,,A truncation marker,Gos178.s174::8,,,
Gos182,LOW,38,Gos182.s183,Bf-prod-02264,"a res , so mlajši , takrat , ko smo bili mi d- stari dvanajst , ko smo jih poslušali .",Gos182.s184,Af-stra-02238,ne moreš verjeti .,3,2,res,ADV,moreš,VERB,False,True,False,False,False,False,,A truncation marker,Gos182.s183::2,,,
Gos200,LOW,38,Gos200.s104,Af-info-05596,"prva naša naloga je , da se to predstavi višj- , eee , višjemu delu populacije v Sloveniji , ker je pač na , na- , eee , v naši državi je to bolj novo .",Gos200.s105,Bm-klic-02237,"aha , razumem , ja .",3,3,naloga,NOUN,razumem,VERB,False,True,False,False,False,False,,A truncation marker,Gos200.s104::3,,,
Gos220,LOW,38,Gos220.s98,Cf-otro-05613,"ne , zdaj bo res , bo en teden približno , sigurno .",Gos220.s99,Bm-star-05612,"tako za , za jo fasati , enkratno .",6,4,bo,VERB,enkratno,ADJ,True,False,False,False,False,False,,A orphan near end,Gos220.s98::4,,,
Gos224,LOW,38,Gos224.s127,Af-prij-07190,"ne , eee , ne , eee [name:personal] nazaj v Ljubljano .",Gos224.s128,Bf-prij-07191,"aja , morje , ja , ja , stvar .",5,8,[name:personal],PROPN,morje,NOUN,True,False,False,False,False,False,,A orphan near end,Gos224.s127::8,,,
Gos241,LOW,38,Gos241.s159,Bm-prij-09523,"to glih toliko napolni takrat energije , porabi pa to s- , ker stalno niha , ne , poraba pa to , ne .",Gos241.s160,Vm-prij-09524,pol je pa samo,4,4,napolni,VERB,je,VERB,False,True,False,False,False,False,,A truncation marker,Gos241.s159::4,,,
Gos246,LOW,38,Gos246.s352,Am-soro-07522,in da še vedno,Gos246.s353,Mm-star-07523,"p- , pozna še to , ja .",5,4,vedno,ADV,pozna,VERB,True,False,False,False,False,False,,A orphan near end,Gos246.s352::4,,,
Gos246,LOW,38,Gos246.s358,Am-soro-07522,"tist- , ko jaz nisem pol , sem mislil , da s- , če je z zavoda , da , da tisto ne dela nič , eee , bolj takih m- , projektov manjših , ne .",Gos246.s359,Mm-star-07523,"krasno , ja , ja , mhm .",4,5,nisem,VERB,krasno,ADV,False,True,False,False,False,False,,A truncation marker,Gos246.s358::5,,,
Gos246,LOW,38,Gos246.s381,Am-soro-07522,"saj ne bi rabil , mislim , za sebe kosi , z- , da ne rabi z- , ja , seveda .",Gos246.s382,Mm-star-07523,"zdaj pa , eee .",3,4,rabil,VERB,zdaj,ADV,False,True,False,False,False,False,,A truncation marker,Gos246.s381::4,,,
Gos254,LOW,38,Gos254.s645,Dm-prij-06009,"pa tisto si z blaton , eee , tistim per- , puščavskim peskom delajo farbo , si fajn gor namažejo .",Gos254.s646,If-prij-06008,"aja , to je to .",4,14,delajo,VERB,to,DET,False,True,False,False,False,False,,A truncation marker,Gos254.s645::14,,,
Gos254,LOW,38,Gos254.s651,Dm-prij-06009,"čonto , ja , zmes .",Gos254.s652,If-prij-06008,"tam idemo , kdaj idemo taj v Afriko .",7,1,čonto,NOUN,idemo,VERB,True,False,False,False,False,False,,A orphan near end,Gos254.s651::1,,,
Gos257,LOW,38,Gos257.s126,Af-prij-07149,"in skozi ob progi imaš ti table , recimo sedem , sedem , pa kjer koli zaviješ , imaš potlej napisano recimo puščico , pa rečeš r- , sedemka pa devetka tule zavijejo , ona tam zavije , pa da ti že preden greš dol , recimo , približno si lahko pogledaš , za tiste koliko , ali pa tako , sploh če hočeš nekam potovati , ne .",Gos257.s127,Cf-prij-07151,"eee , smerokaze , ja .",3,5,imaš,VERB,smerokaze,NOUN,False,True,False,False,False,False,,A truncation marker,Gos257.s126::5,,,
Gos258,LOW,38,Gos258.s69,Bm-prij-07168,"preve- , preveč izkušenega .",Gos258.s70,Am-prij-07167,"ej , res , ej .",3,4,izkušenega,ADJ,res,ADV,False,True,False,False,False,False,,A truncation marker,Gos258.s69::4,,,
Gos263,LOW,38,Gos263.s266,Af-star-01083,"a ti si pa , kdo je pa pol p- , pripeljal jo domov ?",Gos263.s267,Mm-otro-01079,[name:personal] pa [name:personal] .,3,3,si,VERB,[name:personal],PROPN,False,True,False,False,False,False,,A truncation marker,Gos263.s266::3,,,
Gos278,LOW,38,Gos278.s273,Df-prij-09526,"samo če pa po ulici tečeš , ne , to je pa že tako malo bolj zaba- , zabavno .",Gos278.s274,Bf-prij-09525,"ja , itak , ja .",3,19,zabavno,ADJ,itak,PART,False,True,False,False,False,False,,A truncation marker,Gos278.s273::19,,,
Gos280,LOW,38,Gos280.s90,Af-soro-09512,"[name:personal] je tam zraven bil malo pa majčkeno tako pri voz , da je uštimal .",Gos280.s91,Mf-soro-09513,"ja , ja , ja , ja , ja , ja .",6,5,bil,VERB,ja,PART,True,False,False,False,False,False,,A orphan near end,Gos280.s90::5,,,
Gos283,LOW,38,Gos283.s257,Nm-prij-06006,"ja , pa ti imaš še posebej , ti ž- , živiš tam poleg , eee , greš samo dol pod blok pa , s copati greš na , en kebap mi daj s čebulo pa papriko .",Gos283.s258,Mm-prij-06005,"dokurči , dokurči ti , veš .",4,5,imaš,VERB,dokurči,VERB,False,True,False,False,False,False,,A truncation marker,Gos283.s257::5,,,
Gos286,LOW,38,Gos286.s379,Am-prij-07102,"ja , vem , ja , mislim , ja , z- , zdaj , če sta še , od zdaj naprej , ko sta pač začela spet hoditi .",Gos286.s380,Bm-prij-07103,"ja , še ja .",3,3,vem,VERB,še,PART,False,True,False,False,False,False,,A truncation marker,Gos286.s379::3,,,
Artur-J-Gvecg-P500021,LOW,38,Artur-J-Gvecg-P500026.s325_reseg.207,Artur-J-G3057,gospa Vidmar …,Artur-J-Gvecg-P500026.s326_reseg.208,Artur-J-G3055,Če se smem …,3,1,gospa,NOUN,smem,VERB,False,True,False,False,False,False,,A truncation marker,Artur-J-Gvecg-P500026.s325_reseg.207::1,,,
Artur-J-Gvecg-P580023,LOW,38,Artur-J-Gvecg-P580023.s104_reseg.671,Artur-J-G4554,"delo korepetitorja je , da ti si zadolžen za en glas , jaz recimo za base .",Artur-J-Gvecg-P580023.s116_reseg.676,Artur-J-G4544,kar nekaj in to visokih .,5,1,delo,NOUN,nekaj,DET,True,False,False,False,False,False,,A orphan near end,Artur-J-Gvecg-P580023.s104_reseg.671::1,,,
Artur-J-Gvecg-P580041,LOW,38,Artur-J-Gvecg-P580041.s29_reseg.701,Artur-J-G4531,"to pa , da niste s svojimi doma …",Artur-J-Gvecg-P580041.s30_reseg.702,Artur-J-G4521,"Ja , se navadiš .",3,1,to,DET,navadiš,VERB,False,True,False,False,False,False,,A truncation marker,Artur-J-Gvecg-P580041.s29_reseg.701::1,,,
Artur-N-G6031-P603102,LOW,38,Artur-N-G6031-P603102.s102-s108_reseg.1502,Artur-N-G6031,"slabe plati tega hobija so to , da velikokrat misliš , da to , kar s- napraviš , oziroma to , kar storiš , oziroma ti- to , kar si ustvaril , ni v redu , primerjaš se z drugimi in vsi so boljši oziroma veliko ljudi je boljših , ampak ne gre se sploh za to , kdo je boljši , gre se za to , kaj čutiš .",Artur-N-G6043-P604301.s4_reseg.1504,Artur-N-G6043,Danes sem spal dobro .,4,2,plati,NOUN,spal,VERB,False,True,False,False,False,False,,A truncation marker,Artur-N-G6031-P603102.s102-s108_reseg.1502::2,,,
Gos261,LOW,33,Gos261.s72,Tf-znan-07540,"stiki s naravo pa to , to j- , da , to je pomembno za otroci , ne , in se me , ja , ja .",Gos261.s73,Sf-znan-07534,"so čisto drugačni pol , ne .",5,14,pomembno,ADJ,drugačni,ADJ,False,True,False,False,False,False,,A truncation marker,Gos261.s72::14,,,
Artur-N-G6100-P610002,LOW,33,Artur-N-G6100-P610002.s59-s65_reseg.1676,Artur-N-G6100,"pa vseeno najdemo neko skupno točko za sodelovanje in , e , pravzaprav potem ti ljudje , večina po končanem nekem programu , ki ga v službi imamo , v smislu nenasilne komunikacije , večina ljudi pove , da jim je bilo težko priti , da niso vedeli , kaj naj pričaku- , da pa so pravzaprav sami pogovori in pa delavnice ter praktična izvedba , ki jo delamo , presegli njihova pričakovanja in da so se naučili nekaj , kar jim bo koristilo naprej v življenju tudi več , veliko jih te stvari bile pomembne , da bi se to že tudi vneslo v šolski sistem , če ne v osnovni šoli pa sigurno v srednji šoli bi mogel obstajati predmet Komunikacija in pa seveda tudi učenje o čustvih .",Artur-P-G7002-P700444.s3_reseg.1825,Artur-P-G7002,eee Hvala lepa za besedo .,5,3,najdemo,VERB,Hvala,NOUN,False,True,False,False,False,False,,A truncation marker,Artur-N-G6100-P610002.s59-s65_reseg.1676::3,,,
Gos021,LOW,33,Gos021.s152,Sf-prof-01049,"in zdaj moramo vpisati preskok v kolono naslednj- , v tretjo kolono , kako bomo to napisali , [name:personal] ?",Gos021.s153,Bm-ucen-01052,"ja , iz modre v rdečo .",5,3,moramo,VERB,modre,ADJ,False,True,False,False,False,False,,A truncation marker,Gos021.s152::3,,,
Gos061,LOW,33,Gos061.s420,Af-prof-05568,"s čim pokaže , da se ga z- , da se ga razveseli ?",Gos061.s421,Bm-ucen-05569,da priteče in ga objame .,5,3,pokaže,VERB,priteče,VERB,False,True,False,False,False,False,,A truncation marker,Gos061.s420::3,,,
Gos067,LOW,33,Gos067.s3,Bm-nast-02030,"dobro jutro , bom rekel , sicer je že ma- , še malo zgodaj za zjutraj .",Gos067.s4,Af-novi-02029,[name:personal] živi od prodaje na bolšjaku .,6,5,rekel,VERB,živi,VERB,False,True,False,False,False,False,,A truncation marker,Gos067.s3::5,,,
Gos158,LOW,33,Gos158.s113,Af-gost-09027,j- .,Gos158.s114,Em-mode-02048,"daš , eee , luknjico v glavo .",5,1,j-,X,daš,VERB,False,True,False,False,False,False,,A truncation marker,Gos158.s113::1,,,
Gos224,LOW,33,Gos224.s86,Af-prij-07190,"m m , ne avto- , saj avtomob- , menda je šel do vsakega avta , da ga je požegnal .",Gos224.s87,Bf-prij-07191,"jezus , samo da nekaj zaslužijo .",5,4,ne,PART,zaslužijo,VERB,False,True,False,False,False,False,,A truncation marker,Gos224.s86::4,,,
Gos233,LOW,33,Gos233.s359,Tm-otro-03016,"ta je sa- , ta je samohodka .",Gos233.s360,Bm-star-03014,"je g- , ta je grozna .",5,7,samohodka,NOUN,grozna,ADJ,False,True,False,False,False,False,,A truncation marker,Gos233.s359::7,,,
Gos234,LOW,33,Gos234.s135,Bf-soro-07139,"des- , aja , deskanje na snegu .",Gos234.s136,Am-soro-07138,"eee , to je bilo , štirje deskarji .",6,5,deskanje,NOUN,deskarji,NOUN,False,True,False,False,False,False,,A truncation marker,Gos234.s135::5,,,
Gos246,LOW,33,Gos246.s353,Mm-star-07523,"p- , pozna še to , ja .",Gos246.s354,Am-soro-07522,"tako da mogoče je to celo zanimivo , ne .",8,3,pozna,VERB,zanimivo,ADJ,False,True,False,False,False,False,,A truncation marker,Gos246.s353::3,,,
Gos246,LOW,33,Gos246.s371,Mm-star-07523,"eee , ta k- , je rekel ta kmet , ne , da mu naj rečem , tako da bom , eee , potem zdaj probal se zmeniti enkrat naslednji teden , štirinajst dni .",Gos246.s372,Am-soro-07522,"mhm , no , ker takih je dosti , ful , ne .",8,7,rekel,VERB,je,VERB,False,True,False,False,False,False,,A truncation marker,Gos246.s371::7,,,
Gos252,LOW,33,Gos252.s364,Am-vrst-07523,"vi , p- , noben jim noče v obraz spustiti .",Gos252.s365,Af-vrst-07522,"nič jih ne briga , kaj rečeš .",6,7,noče,VERB,briga,VERB,False,True,False,False,False,False,,A truncation marker,Gos252.s364::7,,,
Gos253,LOW,33,Gos253.s99,Bm-prij-02281,"ne , kako rečejo , je jabol- , pa saj je jabolčnik .",Gos253.s100,Am-prij-02280,"ja , pri nas pravimo mošt .",5,4,rečejo,VERB,pravimo,VERB,False,True,False,False,False,False,,A truncation marker,Gos253.s99::4,,,
Gos254,LOW,33,Gos254.s603,Mm-prij-06007,a že zmišlajo o koncu kariere ?,Gos254.s604,If-prij-06008,"a no , to še ena stvar .",6,3,zmišlajo,X,stvar,NOUN,False,True,False,False,False,False,,A truncation marker,Gos254.s603::3,,,
Gos262,LOW,33,Gos262.s160,Af-prij-00507,"eee , fajn , jaz , meni je tako ful v redu , no , grem k- , v , k- , v kakšen ta , mislim , tako .",Gos262.s161,Bf-prij-00508,"ne , meni je tudi zakon .",5,3,fajn,ADJ,zakon,NOUN,False,True,False,False,False,False,,A truncation marker,Gos262.s160::3,,,
Gos280,LOW,33,Gos280.s92,Af-soro-09512,"eee , [name:personal] mu je , eee , kje , tako so , da ni se dol držal čisto , pa je , sta tri trame tako dala , pol na tistem s- , je pa pol tako , da se je pokonci držal , da je tisto žagal .",Gos280.s93,Mf-soro-09513,ja ja ja ja ja .,5,5,je,VERB,ja,PART,False,True,False,False,False,False,,A truncation marker,Gos280.s92::5,,,
Artur-J-Gvecg-P500064,LOW,33,Artur-J-Gvecg-P500064.s472-s481_reseg.514,Artur-J-G3137,"gre tukaj za živo stvar , e , dejansko , kakor je bilo prej omenjeno že , e , na pristopi , načini zdravljenja , zdravila , e , se , e , se spreminja , nekatera se izboljšujejo tudi , hkrati se pa pojavlja tudi , e , nove bolezni , m , neke redke bolezni , e , tako to more biti živa stvar , in dejansko je , in se tukaj na podlagi predlogov tudi , e , spremi- , spremeni oziroma prilagodi , e …",Artur-J-Gvecg-P580002.s5_reseg.516,Artur-J-G4529,"magistrica Alenka Rumbak , lepo pozdravljeni .",5,1,gre,VERB,pozdravljeni,ADJ,False,True,False,False,False,False,,A truncation marker,Artur-J-Gvecg-P500064.s472-s481_reseg.514::1,,,
Artur-J-Gvecg-P580009,LOW,33,Artur-J-Gvecg-P580009.s55_reseg.612,Artur-J-G4538,"prav prve se dejansko ne spomnim , seveda jaz imam vse to z- zbrano in spravljeno , in če bi pogledal , bi seveda rekel , zdaj , eee , rekel , da se spomnim , ne , ampak se ne .",Artur-J-Gvecg-P580009.s5-s6_reseg.584,Artur-J-G4539,"brane Piano , dobrodošel na Štajerskem valu .",6,6,spomnim,VERB,dobrodošel,ADJ,False,True,False,False,False,False,,A truncation marker,Artur-J-Gvecg-P580009.s55_reseg.612::6,,,
Gos159,LOW,32,Gos159.s622,Gm-novi-02048,"glej , tega od tebe nisem pričakoval , samo to .",Gos159.s623,Sm-novi-02049,"glej , a veš",3,7,pričakoval,VERB,veš,VERB,False,False,True,False,False,True,gledati,A connector-like ending; A/B lexical overlap,Gos159.s622::7,,,
Gos181,LOW,32,Gos181.s433,Af-udel-02552,"jaz mislim , da to ni za zdajle , mislim , da .",Gos181.s434,Cf-udel-02554,"ne , ne , ni .",3,2,mislim,VERB,ni,VERB,False,False,True,False,False,True,biti,A connector-like ending; A/B lexical overlap,Gos181.s433::2,,,
Gos181,LOW,32,Gos181.s447,Af-udel-02552,"ker osmi šesti , tukaj piše , aktiv dobi skupni rezultat vseh .",Gos181.s448,Cf-udel-02554,"to ta aktiv , veš .",4,6,piše,VERB,aktiv,NOUN,False,False,True,False,False,True,aktiv,A connector-like ending; A/B lexical overlap,Gos181.s447::6,,,
Gos233,LOW,32,Gos233.s357,Tm-otro-03016,"kosilnico , zdaj , ali bomo imeli to od [name:personal] ali",Gos233.s358,Bm-star-03014,"ja , ta [name:personal] .",3,1,kosilnico,NOUN,[name:personal],PROPN,False,False,True,False,False,True,[name:personal],A connector-like ending; A/B lexical overlap,Gos233.s357::1,,,
Gos280,LOW,32,Gos280.s20,Mf-soro-09513,"a veš , in sem pozabila , enostavno , tisti",Gos280.s21,Af-soro-09512,"ja , saj veš , da .",4,6,pozabila,VERB,veš,VERB,False,False,True,False,False,True,vedeti,A connector-like ending; A/B lexical overlap,Gos280.s20::6,,,
Gos217,LOW,27,Gos217.s94,Bf-ssta-10002,je dovolj pol .,Gos217.s95,Jf-star-10005,"dosti je več , tako ni ne videti .",7,1,je,VERB,je,VERB,False,False,True,False,False,True,biti,A connector-like ending; A/B lexical overlap,Gos217.s94::1,,,
Gos217,LOW,27,Gos217.s99,Jf-star-10005,notri je še solata tudi .,Gos217.s100,Ef-soro-10003,"jaz ne morem jesti , jaz sem .",6,2,je,VERB,morem,VERB,False,False,True,False,False,True,biti,A connector-like ending; A/B lexical overlap,Gos217.s99::2,,,
Gos220,LOW,27,Gos220.s76,Cf-otro-05613,"ma ga boš rabila za na , na morje , ne , boš vzela verjetno kaj s sabo .",Gos220.s77,Df-otro-05614,ma ta kratkega bom vzela za na morje .,8,4,rabila,VERB,vzela,VERB,False,False,True,False,False,True,morje|vzeti,A connector-like ending; A/B lexical overlap,Gos220.s76::4,,,
Gos225,LOW,27,Gos225.s347,Cm-prij-02347,"pa daj kolo , ne , tukaj pusti , aja , saj .",Gos225.s348,Bm-prij-02346,"daj , naj požri , boli te kurac .",6,8,pusti,VERB,požri,VERB,False,False,True,False,False,True,dati,A connector-like ending; A/B lexical overlap,Gos225.s347::8,,,
Gos257,LOW,27,Gos257.s134,Af-prij-07149,"tule , eee , tole , če bi jo odprl , ne , eee , to , to .",Gos257.s135,Bm-prij-07150,"ja , točno to sem odprl , ja .",6,5,tole,DET,odprl,VERB,False,False,True,False,False,True,odpreti,A connector-like ending; A/B lexical overlap,Gos257.s134::5,,,
Gos268,LOW,27,Gos268.s252,Tf-prij-06001,"ja , cocacola jih ima pa",Gos268.s253,Vf-prij-06002,"ja , ona jih tudi nima veliko .",6,5,ima,VERB,nima,VERB,False,False,True,False,False,True,imeti,A connector-like ending; A/B lexical overlap,Gos268.s252::5,,,
Gos277,LOW,27,Gos277.s58,Pm-prij-06582,kako je bila pa tebi ?,Gos277.s59,Tm-prij-06583,"ja , pač res je , ful ji hitro pride .",8,3,bila,VERB,je,VERB,False,False,True,False,False,True,biti,A connector-like ending; A/B lexical overlap,Gos277.s58::3,,,
Gos018,LOW,24,Gos018.s314,Lm-ucen-01096,"ja , pa cerkvica je tam še .",Gos018.s315,Mf-prof-01097,[name:personal] .,1,5,je,VERB,[name:personal],PROPN,False,False,True,False,False,False,,A connector-like ending,Gos018.s314::5,,,
Gos155,LOW,24,Gos155.s83,Pm-mode-10504,katero ?,Gos155.s84,Bm-posl-10506,Rdeča vrtnica .,2,1,katero,DET,vrtnica,NOUN,False,False,True,False,False,False,,A connector-like ending,Gos155.s83::1,,,
Gos155,LOW,24,Gos155.s104,Pm-mode-10504,kako je zdaj z vami ?,Gos155.s105,Ff-posl-10507,v redu .,2,1,kako,ADV,redu,NOUN,False,False,True,False,False,False,,A connector-like ending,Gos155.s104::1,,,
Gos236,LOW,24,Gos236.s371,Cf-star-02561,pa ne reci šparala pol .,Gos236.s372,Df-otro-02562,ne vem .,2,3,reci,VERB,vem,VERB,False,False,True,False,False,False,,A connector-like ending,Gos236.s371::3,,,
Gos013,LOW,24,Gos013.s148,Am-prof-05653,tisto spada pol .,Gos013.s149,Ff-ucen-05658,"prav , eem .",2,2,spada,VERB,prav,PART,False,False,True,False,False,False,,A connector-like ending,Gos013.s148::2,,,
Gos014,LOW,24,Gos014.s620,Af-prof-07180,"to pa ne bo šlo , mi zdaj govorimo o kroženju česa .",Gos014.s621,Cf-ucen-07182,vode .,1,5,šlo,VERB,vode,NOUN,False,False,True,False,False,False,,A connector-like ending,Gos014.s620::5,,,
Gos014,LOW,24,Gos014.s629,Af-prof-07180,skozi kaj ?,Gos014.s630,Cf-ucen-07182,"eee , sko-",2,2,kaj,PRON,sko-,X,False,False,True,False,False,False,,A connector-like ending,Gos014.s629::2,,,
Gos020,LOW,24,Gos020.s407,Mf-prof-01061,"se pravi , rezultat za Žide je bil , v katerem koli taborišču že so se znašli , isti",Gos020.s408,Jm-ucen-01064,slab .,1,19,isti,DET,slab,ADJ,False,False,True,False,False,False,,A connector-like ending,Gos020.s407::19,,,
Gos028,LOW,24,Gos028.s39,Kf-anke-05586,"se smešno obnašajo , no , zadnje čase , mislim , sami so pripeljali do takih odnosov , kakršni so , se mi zdi , nismo mi nič naredili pri temu .",Gos028.s40,Lm-anke-05587,s posredovanjem .,2,3,obnašajo,VERB,posredovanjem,NOUN,False,False,True,False,False,False,,A connector-like ending,Gos028.s39::3,,,
Gos054,LOW,24,Gos054.s153,Am-prof-07076,tole so kaj ?,Gos054.s154,Pn-vsiucenci-10000,Kamniško Savinjske .,2,3,kaj,PRON,Kamniško,ADJ,False,False,True,False,False,False,,A connector-like ending,Gos054.s153::3,,,
Gos056,LOW,24,Gos056.s460,Bm-prof-02332,ti si pa ?,Gos056.s461,Ef-ucen-02335,[name:personal] [name:surname] .,2,2,si,VERB,[name:personal],PROPN,False,False,True,False,False,False,,A connector-like ending,Gos056.s460::2,,,
Gos057,LOW,24,Gos057.s246,Cm-ucen-07141,direkt ali .,Gos057.s247,Am-prof-07143,direkt .,1,1,direkt,ADV,direkt,ADV,False,False,True,False,False,False,,A connector-like ending,Gos057.s246::1,,,
Gos074,LOW,24,Gos074.s292,Pm-gost-02549,"nekako od naše vlade pričakovali , da",Gos074.s293,Am-novi-02535,"dobro , ampak",2,5,pričakovali,VERB,dobro,ADV,False,False,True,False,False,False,,A connector-like ending,Gos074.s292::5,,,
Gos134,LOW,24,Gos134.s80,Bm-novi-06519,"no , razlogov za smeh in dobro voljo je bilo precej , torej , [name:personal] je bil dobitnik nagrade , saj kaj dosti ni mogel povedati , ker je bil tako presenečen , tako da mogoče je še glavna stvar , ki je povedal , tale .",Gos134.s81,Hm-nast-06559,jezus marija .,2,10,bilo,VERB,jezus,PROPN,False,False,True,False,False,False,,A connector-like ending,Gos134.s80::10,,,
Gos137,LOW,24,Gos137.s572,Am-mode-05620,"torej , Paul David Hewson , si ugibal ali veš , kdo je to ?",Gos137.s573,Jm-posl-05627,"ja , tako .",2,3,Paul,PROPN,tako,ADV,False,False,True,False,False,False,,A connector-like ending,Gos137.s572::3,,,
Gos137,LOW,24,Gos137.s583,Am-mode-05620,"[name:personal] , nagrada je tvoja .",Gos137.s584,Jm-posl-05627,hvala .,1,5,tvoja,DET,hvala,NOUN,False,False,True,False,False,False,,A connector-like ending,Gos137.s583::5,,,
Gos152,LOW,24,Gos152.s137,Zf-mode-01014,"stoprocentno , sploh pa , eee , tale [name:personal] bo zna popestriti , kar se da .",Gos152.s138,Tf-mode-01013,"ja , mogoče .",2,11,zna,VERB,mogoče,ADV,False,False,True,False,False,False,,A connector-like ending,Gos152.s137::11,,,
Gos159,LOW,24,Gos159.s593,Om-gost-06560,"ja , ja , ja , saj .",Gos159.s594,Gm-novi-02048,tudi .,1,7,saj,CCONJ,tudi,PART,False,False,True,False,False,False,,A connector-like ending,Gos159.s593::7,,,
Gos159,LOW,24,Gos159.s625,Gm-novi-02048,samo to .,Gos159.s626,Sm-novi-02049,glej .,1,2,to,DET,glej,VERB,False,False,True,False,False,False,,A connector-like ending,Gos159.s625::2,,,
Gos159,LOW,24,Gos159.s634,Gm-novi-02048,"c , s .",Gos159.s635,Om-gost-06560,preklete čke .,2,1,c,NOUN,čke,NOUN,False,False,True,False,False,False,,A connector-like ending,Gos159.s634::1,,,
Gos159,LOW,24,Gos159.s662,Om-gost-06560,"ah , ja , ali pa recimo ona , jaz te imam dosti .",Gos159.s663,Sm-novi-02049,"pazi , talar .",2,8,ona,PRON,talar,NOUN,False,False,True,False,False,False,,A connector-like ending,Gos159.s662::8,,,
Gos181,LOW,24,Gos181.s418,Af-udel-02552,to je isto .,Gos181.s419,Bf-udel-02553,[name:personal] .,1,3,isto,DET,[name:personal],PROPN,False,False,True,False,False,False,,A connector-like ending,Gos181.s418::3,,,
Gos182,LOW,24,Gos182.s187,Af-stra-02238,"jo , pa , ej , sploh ne vem , a so se pogledal oni , mislim , na teh slikah , ker",Gos182.s188,Bf-prod-02264,najbrž ne .,2,9,vem,VERB,ne,PART,False,False,True,False,False,False,,A connector-like ending,Gos182.s187::9,,,
Gos182,LOW,24,Gos182.s210,Bf-prod-02264,"pol sem pa rekla , joj , jaz se vam opravičujem , jaz sem pa kar na ti .",Gos182.s211,Af-stra-02238,"o , gro- .",2,4,rekla,VERB,o,INTJ,False,False,True,False,False,False,,A connector-like ending,Gos182.s210::4,,,
Gos183,LOW,24,Gos183.s456,Sm-prod-00803,"eee , če so pa patch varianta , ne , so pa",Gos183.s457,Gm-prod-00805,pogovor .,1,11,so,VERB,pogovor,NOUN,False,False,True,False,False,False,,A connector-like ending,Gos183.s456::11,,,
Gos190,LOW,24,Gos190.s105,Bf-prod-02277,te .,Gos190.s106,Cf-stra-02265,ta .,1,1,te,DET,ta,DET,False,False,True,False,False,False,,A connector-like ending,Gos190.s105::1,,,
Gos190,LOW,24,Gos190.s124,Cf-stra-02265,kaj pa bi s temi ?,Gos190.s125,Bf-prod-02277,narcise .,1,3,bi,VERB,narcise,NOUN,False,False,True,False,False,False,,A connector-like ending,Gos190.s124::3,,,
Gos190,LOW,24,Gos190.s147,Af-stra-02276,"evo , to je to .",Gos190.s148,Bf-prod-02277,evo .,1,5,to,DET,evo,INTJ,False,False,True,False,False,False,,A connector-like ending,Gos190.s147::5,,,
Gos191,LOW,24,Gos191.s434,Am-stra-02298,obe .,Gos191.s435,Bf-udel-02299,obe .,1,1,obe,DET,obe,DET,False,False,True,False,False,False,,A connector-like ending,Gos191.s434::1,,,
Gos200,LOW,24,Gos200.s82,Bm-klic-02237,to se pravi tudi,Gos200.s83,Af-info-05596,dejansko zato,2,4,tudi,PART,zato,ADV,False,False,True,False,False,False,,A connector-like ending,Gos200.s82::4,,,
Gos225,LOW,24,Gos225.s350,Fm-prij-02350,kaj imaš to ?,Gos225.s351,Cm-prij-02347,sok .,1,2,imaš,VERB,sok,NOUN,False,False,True,False,False,False,,A connector-like ending,Gos225.s350::2,,,
Gos233,LOW,24,Gos233.s384,Tm-otro-03016,"ker imaš dosti , dosti boljše , ker",Gos233.s385,Bm-star-03014,more biti,2,2,imaš,VERB,more,VERB,False,False,True,False,False,False,,A connector-like ending,Gos233.s384::2,,,
Gos233,LOW,24,Gos233.s388,Tm-otro-03016,"ja , pa",Gos233.s389,Bm-star-03014,more pobirati .,2,3,pa,CCONJ,more,VERB,False,False,True,False,False,False,,A connector-like ending,Gos233.s388::3,,,
Gos233,LOW,24,Gos233.s411,Bm-star-03014,"ja , veš kaj .",Gos233.s412,Tm-otro-03016,to,1,3,veš,VERB,to,DET,False,False,True,False,False,False,,A connector-like ending,Gos233.s411::3,,,
